ano,texto_completo
fora do texto, estilos de escrita e fala, formalidades, protocolos. São coisas
da esfera da sociolinguística.

**Implementação**

Então, tais níveis de conhecimento devem ser formalizados para uso por
computadores, e levando em consideração a interação entre eles, ou seja, a
simultaneidade. Levar em consideração ambiguidades, variedades, vagueza. São
situações que humanos podem tratar, mas que as máquinas precisam ser
preparadas. “O coelho foi servido” e “O homem foi servido” são exemplos
ilustrativos.

Diante disso, devemos quebrar o problema em partes: a _fase linguística_ ,
onde o foco é o corpus, _fase de representação_ na qual são formalizadas as
regras, criação de embeddings e _fase de implementação_ que é o
desenvolvimento, pré-processamento, confecção da interface, ou seja, o sistema
em si[x].  No trajeto tenta-se chegar ao máximo possível na fase de
implementação. Sem esquecer que cada área tem que aprender um pouco das outras
áreas, seja um informata saber de Saussure ou um linguista de Turing.

Podem haver sistemas com pouco conhecimento linguístico (mais simples) e
outros mais profundos, mais semânticos. O conhecimento pode ser representado
simbolicamente com árvores, com tabelas, estatísticas. Regras são mais rígidas
e padrões mais facilmente aprendidos. O conhecimento também pode ser obtido
por linguistas ou de maneira automática e depois revisto.

**Disputas linguísticas**

Pardo cita Robert Dale, sobre combinar técnicas simbólicas (racionalistas) e
não simbólicas (empiristas). São correntes filosófico-linguísticas. Chomsky
impulsionou o racionalismo entre os anos de 60-85, postulando uma linguagem
inata devido à complexidade para aquisição da linguagem. É a linha da
gramática universal, do gerativismo. Então deveríamos olhar para dentro do
cérebro, como pensamos, isto é, extrair regras de inferência por meio da
inteligência artificial. Chomsky enfatiza um órgão da linguagem que realiza
cálculos combinatórios e permite a recursividade. O empirismo anterior a
Chomsky (20-60) se baseava em operações gerais de associação e reconhecimento
de padrões, ressaltando a importância dos estímulos sensoriais.

Nesse sentido, vem a necessidade do recorte de textos pela criação de córpus.
Daí vem a pergunta inversa: como aprendemos tão pouco se há tantos dados? É um
direcionamento para o aprendizado de máquina, que vem com a importância que o
empirismo adquire novamente. Chomsky estava mais interessado na competência
linguística, no conhecimento do falante, ao passo que os empiristas focam no
desempenho linguístico, isto é, o uso. Busca de padrões e convenções, não se
guiando tanto pelos princípios categóricos que podem variar. Olham-se hoje os
córpus e a busca por erros. Já para Eric Laporte, essas diferenças já não são
tão evidentes. Há um ciclo entre intuição e exemplos.

**Histórico PLN e teoria**

Por outro lado, PLN fundou-se nas décadas de 40 e 50 com o uso de gramáticas e
autômatos. Os próximos 20 anos dividiram-se entre simbólicos e estatísticos e
a criação dos primeiros córpus on-line. A década de 70 trouxe quatro
paradigmas: estocástico, lógico, interpretação textual e discurso. Já a partir
de 80 o empirismo voltou com força e destacou-se a medição de dados e
avaliação de resultados. O fim da década de 90 é de fortalecimento da área de
PLN junto com a web, modelos baseados em dados e exploração comercial. De 2000
para cá a predominância é do aprendizado de máquina (redes neurais), sejam
supervisados ou não, aprendizado profundo, grandes conjuntos de dados e
modelos distribucionais (numéricos).

Em PLN há uma classificação básica de _recursos estáticos_ (dicionários,
léxicos, córpus com ou sem anotação), _ferramental de processamento_
(tokenizadores, analisadores sintáticos, classificadores de polaridades) e
_aplicações_ (ferramentas de usuário final, tradutores, revisores
ortográficos, minerador de opinião). Em termos de tendências, disparam tópicos
de pesquisas relacionadas ao processamento dos textos de redes sociais,
análises de sentimentos, assistentes inteligentes, abordagem multimodal
(vídeo, imagem, som, legendas). Os embedding treinados pela indústria
(word2vec, BERT). Também tratamento de língua cruzada, escalável e agnóstico
ao uso específico. Por outro lado, há usos minoritários como preservação de
línguas indígenas. E é por aí que vamos nos achando...

  

* * *

[i] Esse texto é uma síntese da aula 2 da disciplina de Processamento de
Linguagem Natural, ministrada pelo Prof. Thiago A. S. Pardo no ICMS-USP-SC.

[ii] Sapiens: Uma Breve História da Humanidade é um livro de Yuval Harari
publicado primeiramente em 2014, embora tenha sido lançado originalmente em
Israel em 2011, com o título Uma Breve História do Gênero Humano (Wikipédia).

[iii] Linguagem: a história da maior invenção da humanidade. Daniel L.
Everett.

[iv] Sobre o tema ver: <https://www.reflexoesdofilosofo.blog.br/2021/10/ia-na-
base-da-antitese-homem-maquina.html>.

[v] Recursos linguísticos e tecnologia para português - Universidade de Lisboa | NLX - Grupo de Linguagem Natural e Fala: [https://portulanclarin.net/workbench/lx-syllabifier/](https://portulanclarin.net/workbench/lx-syllabifier/). 

[vi] Preposição, pontuação, nome próprio, etc.

[vii] Por exemplo, cita Pardo, nas bases do ICMC: jornalística e tweets – há
muita diferença.

[viii] Um corpus não é _meramente_ um dataset, pois tem fenômenos
linguísticos!!

[ix] IPA
([https://www.internationalphoneticassociation.org/](https://www.internationalphoneticassociation.org/)):
is the major as well as the oldest representative organization for
phoneticians

[x] Proposta de Bento Carlos Dias da Silva
([https://bv.fapesp.br/pt/pesquisador/91982/bento-carlos-dias-da-
silva/](https://bv.fapesp.br/pt/pesquisador/91982/bento-carlos-dias-da-silva/)
).

 O que nós queremos dizer quando dizemos algo? Ou melhor, o que quer dizer,
“dizer algo”? Ora, assumamos a linguagem como uma capacidade-humana-que-se-
desenvolveu-evolutivamente[i], etc., isto é, assumamos que em algum momento
passamos a emitir sons e, em outro, passamos a desenhar símbolos em pedras ou
coisas semelhantes. Pois bem, o resumo da ópera é que, assim como manuseamos o
barro ou andamos, também falamos.

Nesse sentido, “falar” ou “dizer algo”, como admitimos aqui, pode ter surgido
como capacidade-para-superar-alguma-necessidade, qual seja, a de gritarmos
para espantar o perigo ou para solicitarmos ajuda [de outrem]. Não cabe aqui
estabelecermos uma ordem de precedência, mas enfatizar esse papel utilitário e
subjetivo porque, como _capacidade,_ a linguagem nos é _útil_ e, não menos
importante, é de cada um, já que da espécie. De alguma necessidade, pela nossa
hipótese, a capacidade de “falar” surge e se incrementa no “escrever”[ii].

Porém, quando falamos, nós materializamos algo que vem de nosso interior. Por
exemplo, a feitura de um pote de cerâmica é algo que alguém externaliza, mas
cada um externaliza “o seu algo” de uma maneira diferente e, aqui, podemos
postular duas determinantes: a externalização com base no que está dentro (de
forma autoral) ou a externalização com base no que está fora (se
adaptando)[iii]. Voltando para a linguagem, nos parece que ao falar, falamos
de algo interior, algo que é realmente uma extensão material nossa, algo que é
parte de nós e que parte de nós. E isso significa uma série de coisas a nosso
a respeito, a respeito de cada falante: um suspiro, medo, alegria. Quando
falamos, então, trazemos algo de nosso âmago que é sempre um compromisso
conosco, mesmo que seja um blefe ou enganação, já que podemos,
inquestionavelmente, ter o compromisso de enganar alguém, seja para nos
livrarmos de uma situação indesejada ou para tirarmos alguma vantagem[iv].

Epitomando, dizer algo quer dizer materializar em som uma parte de nosso ser e
isso é um compromisso que cada um tem consigo mesmo. Comunicamos algo cujo
_significado_ é um compromisso que temos conosco, uma parte de nós, _embora
haja restrição pessoal_ , isto é, não temos clareza do que acontecerá com esse
significado ao encontrar outros _caleidoscópios de significados_ (ie[v],
outras pessoas). Desse modo, nos comunicamos apesar de outrem ou a despeito de
outrem. Nos comunicamos, como pedra fundamental, independentemente do
interlocutor.

Mas, não se pode negar que na maioria dos casos há o interlocutor e, aí, o que
falamos começa a ganhar um _significado intersubjetivo_ , respeitando a regra
do compromisso pessoal, mas com certa adequação, seguindo as regras da
linguagem e de cada ambiente e contexto. Mas, a linguagem é, antes de tudo,
algo que parte de um sujeito e, sem ele, não existiria, de modo que qualquer
análise linguística que tome frases ou expressões sem essa premissa é uma
análise que se aproxima de um objetivismo abstrato[vi]. Analisar a linguagem
dessa última forma é teorizá-la, tomá-la matematicamente se valendo de um
objetivo acadêmico que não leva em consideração os fatos do mundo da vida.

Cabe ressaltar também que, se falamos de um objeto, falamos de algo que é dado
e pode ser observado por todos, então não é tanto uma expressão cujo
significado dependa propriamente de nós, mas de uma especulação ou retórica
consensuada. Entretanto, há casos em que nos é imposta a tarefa de convencer
para que possamos nos comunicar minimamente e desempenhar nossas atividades
diárias sem grandes surpresas. Logo, como entendemos, o significado _sempre_
está ligado na verdade individual e depende de nosso poder de explicação e
persuasão.  

Uma palavra ou frase depende da verdade do falante, autor ou proponente. Toda
frase está associada a alguém e seu valor de verdade só pode ser definido por
aquelas pessoas. Isso não implica cair em solipsismo pois, pela experiência,
sabemos que nos entendemos e nos comunicamos de alguma maneira pois
partilhamos das mesmas estruturas que compõem os membros da espécie. Mas, por
mais que dependa do formulador, é possível que haja mais que um, pode haver um
conjunto de formuladores em acordo sobre certos objetos (ou objetivos). Nesse
ponto, a linguagem é feita de tateio e teste já que falamos algo que
geralmente acreditamos e testamos a concordância em certos grupos para que ela
vá se elaborando e se edificando[vii].

  

* * *

[i] Os termos justapostos enfatizam que se trata de uma descrição.

[ii] Sobre esses pontos, Leroy-Gourhan pode ter algo a nos ensinar. Ver
<https://www.reflexoesdofilosofo.blog.br/2021/09/a-mao-que-liberta-lidera-mas-
ate-quando.html>.

[iii] Ou ambos, o que não vem ao caso.

[iv] Não podemos nos esquecer de caras e bocas que são exibidas na linguagem
falada e que, em muitos casos, são cruciais para o que queremos dizer, assim
como na escrita há a pragmática, um sentido que “paira” sobre o texto.

[v] Id est, isto é.

[vi] Precisamos investigar melhor esse termo de Bakhtin, mas é como algo
objetivo sem conteúdo, diferente do vaso de cerâmica que se torna algo
objetivo concreto. Parece que há, nele, um deslocamento da linguagem
[objetiva] para o enunciado [subjetivo], mas que não é a tradução de um
discurso mental interior (moderno, como em Locke ou Berkeley - sobre isso
falaremos).

[vii] Isso é meio quineano...:
<https://www.reflexoesdofilosofo.blog.br/2022/04/a-nossa-teoria-sobre-como-o-
mundo-e.html>.



"
2023,"_Dúvida que os jogos de linguagem sejam explicação suficiente para refutar o
conceito de sentido proposicional no uso da linguagem**[i]**_

O prefácio do _Livro Azul_ aparenta indicar que, quando Wittgenstein refuta o
significado de uma proposição, sua teoria de jogos de linguagem é insuficiente
para dar conta do uso da linguagem. Na verdade, o autor do prefácio questiona
